"","type","Lat_coords","Lng_coords","label_type","panorama_id"
"21","Point",38.9084625244141,-77.0824127197266,"Other","ymn8A_k0hlDJSBSZGy7hXQ"
"22","Point",38.9055519104004,-76.9753646850586,"Other","dVryoi3E93PnAM8blomnVg"
"23","Point",38.8786239624023,-76.9411315917969,"Other","jOVHu0ZUUUIpIfv0tN_eUg"
"24","Point",38.9016151428223,-76.9243774414062,"Other","6yupHSBCXmh0gSPh-jXFcQ"
"25","Point",38.9672431945801,-77.0140533447266,"Other","Iq7i7Q707vn5s_LVXHsZUA"
"26","Point",38.8719902038574,-77.0144195556641,"Other","w8u6tv60_TLoqBMrSor8jw"
"27","Point",38.9037818908691,-77.0043411254883,"Other","oCv-sAowOI40hmD8IgCS4g"
"28","Point",38.8334999084473,-76.9996032714844,"Other","mTF0OQeNXl_LkxLONEX5xA"
"29","Point",38.9575614929199,-77.0241622924805,"Other","pKDnlSxX8kPizBt3jI56dg"
"30","Point",38.8334312438965,-76.9945373535156,"Other","P8gu5HeXITbW7AlXke_35w"
"31","Point",38.8994827270508,-76.9231109619141,"Other","S2HC-qhq-FS_08yLBrtzhg"
"32","Point",38.8990325927734,-77.0541610717773,"Other","vzc71eKtlWbSoBGSNxJUdA"
"33","Point",38.8509407043457,-76.9825439453125,"Other","qgdnTDdLlLVo0JmO977guQ"
"34","Point",38.8729362487793,-76.9787063598633,"Other","_CsHW4BEr-iqkqm9tAg2dg"
"35","Point",38.8332176208496,-76.9918975830078,"Other","acXPbUNeKm26NeVj68wwyw"
"36","Point",38.9919509887695,-77.0365982055664,"Other","jSuj3Rgjnp1Pub5Ab4BfCQ"
"37","Point",38.9010238647461,-76.9219818115234,"Other","DulTKHrCh-ZBrVOQRLAEuw"
"38","Point",38.8340187072754,-76.9866943359375,"Other","y0j1rwqcQNm0MPqDlznqSA"
"39","Point",38.8319435119629,-76.9988174438477,"Other","K1aNCvpJWPSYYGQVJSfmBg"
"40","Point",38.8974494934082,-76.9425430297852,"Other","NDE4yl-EbzfLp-GTRNEbTQ"
"41","Point",38.9033317565918,-76.9225692749023,"Other","fgLK7OX8w_7a7UBNZ3E2WA"
"42","Point",38.8983497619629,-76.9420623779297,"Other","J47Kinr_pZEncaa9gHt7cA"
"43","Point",38.8968086242676,-76.9800796508789,"Other","RmsvXAP26k_4RdRLHtEpkQ"
"44","Point",38.968448638916,-77.005859375,"Other","NVh42psPuIV3Po__m3qJzQ"
"45","Point",38.8317832946777,-76.9995574951172,"Other","YkNL37nBycjKS8Ejah3tOQ"
"46","Point",38.9172058105469,-77.0458602905273,"Other","AYMHr8Or4rpLrUM0YN2TWA"
"47","Point",38.8319473266602,-76.9989700317383,"Other","2Ym3BIr_GcnxPpGR2kB9FA"
"48","Point",38.8971710205078,-76.9799346923828,"Other","XZeoveJudY__EgCfQoeQBQ"
"49","Point",38.9025764465332,-76.9218902587891,"Other","VULvcryzDD4wCfG0_R9s0Q"
"50","Point",38.8347969055176,-76.9917373657227,"Other","ruBk0nWv1evGrOu3r5eNDA"
"51","Point",38.9026565551758,-77.0515213012695,"Other","E45bXBx03x2dhvnnrA-LKw"
"52","Point",38.9476623535156,-77.0326385498047,"Other","NFpzycoHLARx_rcAorgpfg"
"53","Point",38.9284782409668,-77.1065902709961,"Other","xqPNcpLrwyDZ3CoancKKhA"
"54","Point",38.830020904541,-76.9957962036133,"Other","0QiDnpla6sDVrbV9f_sNBw"
"55","Point",38.9018478393555,-76.9315719604492,"Other","zv7LQdKv_3gZAs_nOAjS0Q"
"56","Point",38.8719825744629,-77.0138473510742,"Other","6UrrzyQEnWmSQvkiTgBC5w"
"57","Point",38.8956336975098,-76.9713516235352,"Other","Sk_zRrxhzAwTY0b9Oq2HXA"
"58","Point",38.8531951904297,-76.9831924438477,"Other","Iu9y8JVXstVZNUSDYbBUMg"
"59","Point",38.9100875854492,-77.0163269042969,"Other","YTngvlL1HU-WafCxFBKqUg"
"60","Point",38.834342956543,-76.9983215332031,"Other","PrEv2jbEGT9bvM07C0_YpA"
"61","Point",38.8308944702148,-76.9977569580078,"Other","eRuWDOKdyMuIFYjDaG1QLQ"
"62","Point",38.8337669372559,-76.9978866577148,"Other","urKa0IeEVbRCDs8aMLrdgg"
"63","Point",38.9246292114258,-77.0708084106445,"Other","T-c4PluxyatWp31ZnHpAJg"
"64","Point",38.9086380004883,-77.0196838378906,"Other","dcaiCDKOiWCfYF2zXNnClQ"
"65","Point",38.9085235595703,-77.0893325805664,"Other","wf0OH7bwz2f6E4B87usl7g"
"66","Point",38.8326187133789,-76.9916076660156,"Other","Uwmc9OlXqqX11mEyCmEU8Q"
"67","Point",38.8240356445312,-77.0058212280273,"Other","03nLDyiGmStaf5UsEY9TMQ"
"68","Point",38.8922500610352,-76.9613876342773,"Other","eIB1RL25lfaCg6dt0fMM7A"
"69","Point",38.821361541748,-77.0010986328125,"Other","v5OZKcM54WBuZFSxNJHZRw"
"70","Point",38.8786315917969,-76.939811706543,"Other","-0SPUHC2BhvYuxLxVWXYnw"
"71","Point",38.8144989013672,-77.0131683349609,"Other","qCP_MImavDHdLm-BBUczqA"
"72","Point",38.8330535888672,-76.9991073608398,"Other","1p_dAfDWnc9jAt44b1O01Q"
"73","Point",38.9007034301758,-77.0445709228516,"Other","-p5onatGZMvqgUKN_IycdQ"
"74","Point",38.9315338134766,-77.0363388061523,"Other","wbiD_4zptOm4EtBsCZFjzw"
"75","Point",38.8910026550293,-76.987434387207,"Other","zHbQ41LExw4MycCEgFaE6g"
"76","Point",38.8535194396973,-76.9657745361328,"Other","98gPFLhNGZnJStZm9v1m9w"
"77","Point",38.9262542724609,-77.0419387817383,"Other","6ojLcCH8QOKQPATE9HNULg"
"78","Point",38.8317337036133,-76.9996337890625,"Other","mMj6hg1hzxvfd-YwOaE5-w"
"79","Point",38.8560333251953,-76.9742965698242,"Other","PVOvxk3vr8SZnv0vNtkzhA"
"80","Point",38.8312377929688,-77.0004119873047,"Other","UrjfiD88dAJzWBM1bcLtDw"
"81","Point",38.968677520752,-77.0059432983398,"Other","TIUGUyEjyTTmdQ2CZ0Mf5w"
"82","Point",38.8474617004395,-76.9832763671875,"Other","MqO4xC_1ilEUiUx0xIt7Lw"
"83","Point",38.8780708312988,-77.0019683837891,"Other","4Nb7ZKXpOpWYKS8aRQfauA"
"84","Point",38.9100875854492,-77.0163269042969,"Other","YTngvlL1HU-WafCxFBKqUg"
"85","Point",38.8379364013672,-76.9885787963867,"Other","PVlwyPfmSBH9YodTtPyHUA"
"86","Point",38.9036254882812,-77.0043563842773,"Other","oCv-sAowOI40hmD8IgCS4g"
"87","Point",38.8900184631348,-76.9501266479492,"Other","UOqOrFM8IDvfRXFljbuYRw"
"88","Point",38.8320808410645,-76.9985275268555,"Other","3xy-ZcpWCn0RLXE3NDz42A"
"89","Point",38.9121131896973,-77.0851821899414,"Other","HEgIiQji_I8Kjc5vQP5jLQ"
"90","Point",38.968822479248,-77.0379791259766,"Other","E6acOh2oGEdWP8HFKGZ1_A"
"91","Point",38.8315048217773,-77.0029525756836,"Other","oa4RvmRXb1oRmrK2w4kLyA"
"92","Point",38.9108390808105,-77.0829620361328,"Other","rThlcqpceVV0V3k6oifSog"
"93","Point",38.8302993774414,-77.0068511962891,"Other","dzCwmfdEERhhYicwK9ZS1w"
"94","Point",38.8849449157715,-77.0106658935547,"Other","RNCmd_HuLMMSGtPWD7YoEA"
"95","Point",38.8569679260254,-76.9673309326172,"Other","UMlowJi8EyyKOhS8yeCRvA"
"96","Point",38.8320541381836,-76.9989318847656,"Other","2Ym3BIr_GcnxPpGR2kB9FA"
"97","Point",38.8972969055176,-76.9798889160156,"Other","XZeoveJudY__EgCfQoeQBQ"
"98","Point",38.8909454345703,-76.942756652832,"Other","tUGRS2EskGeMBXiwgeTpiQ"
"99","Point",38.8301582336426,-76.9949645996094,"Other","3FaJXpVvawU6ZvbxwaqfaA"
"100","Point",38.9302215576172,-77.0821304321289,"Other","yQJytGolDfKs64AuqFtaqg"
"101","Point",38.8332633972168,-76.9945526123047,"Other","iFmn04pro66Iq6xbZTvTkA"
"102","Point",38.830150604248,-76.9897994995117,"Other","wWvKWbO2j8Mc1E-48ijvvA"
"103","Point",38.9279594421387,-77.0208206176758,"Other","kIiiFJW5NyH8XdjjdpjyVQ"
"104","Point",38.9121170043945,-77.0855560302734,"Other","uozu3yhv2IMTuOPA59IWSg"
"105","Point",38.9027137756348,-76.9220352172852,"Other","Jgms9lpQXa5gf9LhXvqqRw"
"106","Point",38.890926361084,-76.9773406982422,"Other","JBEvIyIXGAZQ0q4EbsedZA"
"107","Point",38.9103813171387,-77.0865783691406,"Other","ezlTYxDAI4X-il42S2S34Q"
"108","Point",38.9008407592773,-77.0459442138672,"Other","KjDn5ntiGLzfOYu4gcjJpA"
"109","Point",38.8962097167969,-76.9807434082031,"Other","54etp1EZ7N0bPoFPETV65w"
"110","Point",38.8996925354004,-76.924072265625,"Other","TcQBa0dgleZovlfz1RxOtA"
"111","Point",38.8318824768066,-76.9993896484375,"Other","djCdsMRvjIom1hN9R0IFdA"
"112","Point",38.8975296020508,-77.0120544433594,"Other","OBNemqoZnjWRdmFz82gpMw"
"113","Point",38.9472618103027,-77.0327529907227,"Other","iGOxrv9A41JJBIXV6EsLgw"
"114","Point",38.8342628479004,-76.9971160888672,"Other","c2fG-IiDdhgzD8F91ZvkXg"
"115","Point",38.8348426818848,-76.9918212890625,"Other","ruBk0nWv1evGrOu3r5eNDA"
"116","Point",38.8978080749512,-76.9700927734375,"Other","RaVIluFUpWN2dKlCcCf4XA"
"117","Point",38.834644317627,-76.9978408813477,"Other","MmiKpaTSypctAsw2JseEwg"
"118","Point",38.8308944702148,-76.9995803833008,"Other","uAuciCebhNzZ9_yZe1UPcA"
"119","Point",38.8676605224609,-77.0032730102539,"Other","A3u_NjQibK7Kzm2IUZi3sw"
"120","Point",38.9634780883789,-77.0341415405273,"Other","ZBDClJMrl1ZzsP5P_qF-hA"
"121","Point",38.8947410583496,-76.9789428710938,"Other","Xgee8Tmb6OzO7XEzKUzavQ"
"122","Point",38.8881187438965,-77.0158538818359,"Other","J3JqISwHfAIFqb1ZZr_DuQ"
"123","Point",38.9700241088867,-77.0040969848633,"Other","gR1Vlx1nFrOOrcuYV-uo9w"
"124","Point",38.8996238708496,-76.9237594604492,"Other","QtXmh3-ICokS5kXMj9n7vQ"
"125","Point",38.8470039367676,-76.983528137207,"Other","PbRPVRgUmPNgNamgmMR70w"
"126","Point",38.9097557067871,-77.0162353515625,"Other","Pgn_27N5JHF5Q4O8lfM1HA"
"127","Point",38.8946685791016,-77.0070114135742,"Other","bVJLArKFT1enWh3XByhxvw"
"128","Point",38.957576751709,-77.0029525756836,"Other","SlW-HSZ4DsvVnOKxFBn7Bg"
"129","Point",38.8786315917969,-76.9396133422852,"Other","-0SPUHC2BhvYuxLxVWXYnw"
"130","Point",38.8253479003906,-77.0036468505859,"Other","-USbejMBKop_bCU1qhErbQ"
"131","Point",38.9279365539551,-77.0207290649414,"Other","jNlx3DMU5l4U8Pv03nT4ZA"
"132","Point",38.8320350646973,-76.9983444213867,"Other","3xy-ZcpWCn0RLXE3NDz42A"
"133","Point",38.875373840332,-77.0141372680664,"Other","Ipk-JiFkYHAvoFN0vdvJmg"
"134","Point",38.8305778503418,-77.0019912719727,"Other","eM8RihUnPHapIhY7sFK86w"
"135","Point",38.8329315185547,-77.0002822875977,"Other","U0OK0BQEKrxDTylxh_cqkA"
"136","Point",38.9478302001953,-77.0706176757812,"Other","73qJvXPlYeEhbpKbUzR93w"
"137","Point",38.8321151733398,-76.994743347168,"Other","b4GGoyI1wxMwePYVOuGJeA"
"138","Point",38.8723564147949,-76.9718933105469,"Other","NHOLQEoEmhdbufJQA9iemw"
"139","Point",38.9120101928711,-77.086067199707,"Other","MC8ZurQqBUlMaRQ_CtsG8Q"
"140","Point",38.9687042236328,-77.0379333496094,"Other","E6acOh2oGEdWP8HFKGZ1_A"
"141","Point",38.8572692871094,-76.9745712280273,"Other","mOrAAONQQLZ_zAPWBNcFow"
"142","Point",38.8775444030762,-76.9344253540039,"Other","duv3KY4P0TSK6-agpq2NBA"
"143","Point",38.8583641052246,-76.9931945800781,"Other","fBad37GF3LH1oNzO_QsWUQ"
"144","Point",38.9393348693848,-77.0670013427734,"Other","HVOMYeMQzYDvAd5zno9aow"
"145","Point",38.831672668457,-76.9997253417969,"Other","mMj6hg1hzxvfd-YwOaE5-w"
"146","Point",38.9552993774414,-77.0258483886719,"Other","Y4-_uIwmajAv62nxPp57kg"
"147","Point",38.8943710327148,-76.9597930908203,"Other","MOZskUGOguHWuBaAc0rNZw"
"148","Point",38.9344024658203,-77.0353088378906,"Other","vK4F7NyAlxKV1SEk7Cy0nQ"
"149","Point",38.8327140808105,-77.0008239746094,"Other","5vrhGCRZV5lL0UHyaYr3IQ"
"150","Point",38.9027786254883,-76.9221267700195,"Other","asv6QsSfR6SPXW0Da7MzoA"
"151","Point",38.8313102722168,-77.0002975463867,"Other","UrjfiD88dAJzWBM1bcLtDw"
"152","Point",38.8535461425781,-76.9656600952148,"Other","98gPFLhNGZnJStZm9v1m9w"
"153","Point",38.8898391723633,-76.9543609619141,"Other","qvBJYzL18O02mpqvq7lJaw"
"154","Point",38.9072036743164,-76.9348449707031,"Other","4-kAzm2iKmc4bv7K38BIeg"
"155","Point",38.9075889587402,-77.0817413330078,"Other","xHP6yGIjkLWhLIztLQtp8A"
"156","Point",38.8332901000977,-76.9947509765625,"Other","iFmn04pro66Iq6xbZTvTkA"
"157","Point",38.8962631225586,-76.9805374145508,"Other","54etp1EZ7N0bPoFPETV65w"
"158","Point",38.9008560180664,-77.0460586547852,"Other","KjDn5ntiGLzfOYu4gcjJpA"
"159","Point",38.8948135375977,-76.9740753173828,"Other","cJG_Uf5BKgDMwKmr7gvTBQ"
"160","Point",38.9374580383301,-77.107177734375,"Other","YfOV3s-lklF5wHZXBlNnVQ"
"161","Point",38.9266929626465,-77.0228500366211,"Other","t4g2NY1ZojYBuGcXtE8pxg"
"162","Point",38.8318290710449,-76.9994964599609,"Other","vUn6wk8mLNGnq8x2AI4Rsg"
"163","Point",38.9353828430176,-76.9828414916992,"Other","PzQ3lbs0mWGQLDyYs0fwcA"
"164","Point",38.8318939208984,-76.9990921020508,"Other","uG3XPsZbAcY0Qfc9ObiacA"
"165","Point",38.8998107910156,-76.9255447387695,"Other","R41ORqyhFFxMEGeDoxBGcw"
"166","Point",38.9575614929199,-77.0241622924805,"Other","pKDnlSxX8kPizBt3jI56dg"
"167","Point",38.9241256713867,-77.0005569458008,"Other","_KVl4CXY28EUzNOmBJ80jg"
"168","Point",38.8466835021973,-76.98388671875,"Other","trmo63wIjgSL4vbmIRx8Cw"
"169","Point",38.8329429626465,-76.9863662719727,"Other","ksBmwp3atx579mmMGX1YCA"
"170","Point",38.9404678344727,-77.067626953125,"Other","WrjRFedE1vlJeHv4OYP_MQ"
"171","Point",38.8320922851562,-76.9930267333984,"Other","i8i6Vcm8Xg7mwBRsWbR0Gw"
"172","Point",38.8302955627441,-77.0063400268555,"Other","51S6rx2FU0vCwIBjOtUSNw"
"173","Point",38.9114799499512,-77.0861587524414,"Other","83bUQbOF4jBBlYLl3ODDSQ"
"174","Point",38.8706855773926,-77.0114059448242,"Other","I3F5zU87VGM-3DFLAOamwA"
"175","Point",38.9633140563965,-77.0336837768555,"Other","eHXXHD10OQVtruFO3vEI4Q"
"176","Point",38.9703369140625,-77.0036773681641,"Other","09JDGChNnd8DDNwW0OWEDQ"
"177","Point",38.878231048584,-76.9407577514648,"Other","D1iJm8gSHbXWZkSynuh6ig"
"178","Point",38.8880157470703,-77.0161972045898,"Other","J3JqISwHfAIFqb1ZZr_DuQ"
"179","Point",38.899585723877,-76.9235992431641,"Other","h2gCppbnokSV1-80Xihxmw"
"180","Point",38.8331718444824,-77.000114440918,"Other","bEA9AzlzEpUBwfgQuGZOEA"
"181","Point",38.8947067260742,-76.9784545898438,"Other","YNxRzu3ruIhvUzrGCPfVug"
"182","Point",38.9168434143066,-77.033332824707,"Other","G-cCf3Gl6eDPqDtT05ddNw"
"183","Point",38.9696617126465,-77.0380935668945,"Other","_FonKnF0yQcTp1XyPd-F1Q"
"184","Point",38.9456024169922,-77.0775527954102,"Other","66IXumIRPIgzbpA9BL38ow"
"185","Point",38.8307037353516,-76.9985733032227,"Other","NjTI_xAmqQTtJRwWg2-SWg"
"186","Point",38.8320770263672,-76.9987716674805,"Other","K1aNCvpJWPSYYGQVJSfmBg"
"187","Point",38.8779716491699,-76.9802856445312,"Other","1hdwCejZ5mnAz6NJnK3Syg"
"188","Point",38.9035491943359,-76.9231185913086,"Other","VieGspHm1D6u8LBNAnGpxA"
"189","Point",38.9035987854004,-76.9761352539062,"Other","pcoHTL3R3TkwqVRAzxvWOw"
"190","Point",38.9921722412109,-77.0362091064453,"Other","ov35PotlRch0iGD0TY_LxA"
"191","Point",38.8997917175293,-76.9263687133789,"Other","S_jKXjkePO1nbu8ddsCHQg"
"192","Point",38.8340187072754,-76.9905395507812,"Other","M4_LuXk8yK4rafyRmlk-nQ"
"193","Point",38.9039421081543,-76.9470901489258,"NoSidewalk","d2LUpZy4URaimhvvVHUsPw"
"194","Point",38.940502166748,-77.0675811767578,"NoSidewalk","OgLbmLAuC4urfE5o7GP_JQ"
"195","Point",38.9300155639648,-76.9809875488281,"NoSidewalk","hf2eFKClM29nGcjmhmP_Jw"
"196","Point",38.8646011352539,-77.011360168457,"NoSidewalk","7JAjAhuoKeBBLs2i3kjB1Q"
"197","Point",38.8565139770508,-76.9590911865234,"NoSidewalk","fLDzfneaf6Jf9vDfe-Y1wQ"
"198","Point",38.9483070373535,-77.0765228271484,"NoSidewalk","LDPKYswM9q6MTQxt9_kMlg"
"199","Point",38.854061126709,-76.9640579223633,"NoSidewalk","zMJAdjap-8vcJTe0Z0b12Q"
"200","Point",38.8345413208008,-77.0017623901367,"NoSidewalk","v08tf-QcKDuFeudpTTcdMA"
"201","Point",38.8744430541992,-76.9742050170898,"NoSidewalk","NzwmrB_wmwgFiJhbu8Bofg"
"202","Point",38.8759155273438,-76.9563522338867,"NoSidewalk","BHiTaWWxlTeHfjkQlKDtnw"
"203","Point",38.862434387207,-76.9535064697266,"NoSidewalk","qfoPCm1pc7LPlN4t02s8vw"
"204","Point",38.9613265991211,-77.0429992675781,"NoSidewalk","lhUmXUWkmqU8_pVAoaposQ"
"205","Point",38.9376983642578,-77.0654830932617,"NoSidewalk","6jrfO1RNGqlBT3f2GqCz1Q"
"206","Point",38.8574714660645,-76.9546813964844,"NoSidewalk","n7jqS_ZQmaPEBtZUPaHKAQ"
"207","Point",38.8680992126465,-76.994499206543,"NoSidewalk","aMzAV4giiLoYpNWUvA7BMA"
"208","Point",38.9255332946777,-77.002799987793,"NoSidewalk","bAIYMPU-kYsm9WQjajIn1w"
"209","Point",38.8699684143066,-76.9512252807617,"NoSidewalk","jroR6K1TN_Zdcu7JZShE1A"
"210","Point",38.8301773071289,-77.0089645385742,"NoSidewalk","k91_y98nOowwP1bmI50LIg"
"211","Point",38.8856506347656,-76.9542236328125,"NoSidewalk","e1Dirrn8yxxMnnzLj1tlMQ"
"212","Point",38.8593902587891,-76.9582901000977,"NoSidewalk","avZrPmb9BHCWogYK813-6A"
"213","Point",38.9292793273926,-77.0539627075195,"NoSidewalk","w6xajbnVPAl0KoiOvPytdA"
"214","Point",38.9669761657715,-77.0116500854492,"NoSidewalk","CkZRiHSTsybudU1PGCEmwQ"
"215","Point",38.9728546142578,-77.0395812988281,"NoSidewalk","4kCfg4omtbX9OaJd1qa47g"
"216","Point",38.9467315673828,-77.0480422973633,"NoSidewalk","tlUEBoAuWQc2p0PfcsfI4A"
"217","Point",38.975772857666,-77.0185852050781,"NoSidewalk","uOgM4QCMsUy0kt4AjaD6Ig"
"218","Point",38.9262466430664,-77.108024597168,"NoSidewalk","c29m2AzkMr-Ee6RBOpnYBA"
"219","Point",38.9321250915527,-77.0463790893555,"NoSidewalk","EXkh6pwn4Dcm-1NOZf1biQ"
"220","Point",38.9482803344727,-77.0766143798828,"NoSidewalk","2NnLncl7z3EVluvNVTgYjA"
"221","Point",38.9950866699219,-77.0415573120117,"NoSidewalk","hHOzwuZy6nj3yl_Z4bgCig"
"222","Point",38.9030303955078,-76.9411010742188,"NoSidewalk","9nHvieUhrjlOVa3qfMP7yA"
"223","Point",38.986572265625,-77.0323333740234,"NoSidewalk","FwCDrsPfmkD0xPTwz4UaJA"
"224","Point",38.9132804870605,-76.9715042114258,"NoSidewalk","4fvMO2wMMzP31QqUDnooWQ"
"225","Point",38.9249687194824,-77.0578002929688,"NoSidewalk","ZrOoKPo5T3YKtZYywnZz6w"
"226","Point",38.9313697814941,-76.9926071166992,"NoSidewalk","VJ7-AlauhLcrgLy1DPpjCQ"
"227","Point",38.8988990783691,-76.9869689941406,"NoSidewalk","-ssa-mZk1D-5nrG6yumcwg"
"228","Point",38.9615325927734,-77.071174621582,"NoSidewalk","rErzNWpHwmXGaszREZsh1A"
"229","Point",38.8984680175781,-76.9502639770508,"NoSidewalk","kHr9EVLlAlh788m6gbFs2A"
"230","Point",38.9280052185059,-77.0214080810547,"NoSidewalk","M5r1V7jP97TcqLRUZPbpDQ"
"231","Point",38.9723320007324,-77.0309448242188,"NoSidewalk","vsxhDQ8hUzLBR8c42jSK_w"
"232","Point",38.9315986633301,-76.9693222045898,"NoSidewalk","BgBf4AM60xvf3mFYs3x5og"
"233","Point",38.8705062866211,-77.0105514526367,"NoSidewalk","surbIGLPQ1TdQt4I6gIC_g"
"234","Point",38.9404945373535,-77.0675430297852,"NoSidewalk","OgLbmLAuC4urfE5o7GP_JQ"
"235","Point",38.8673248291016,-77.0124893188477,"NoSidewalk","gPUyT5Xr4kpGMUP1UIMAWA"
"236","Point",38.860523223877,-76.9559097290039,"NoSidewalk","FPnXDcTPBkXC8krynZyL0A"
"237","Point",38.944450378418,-77.0827789306641,"NoSidewalk","RqbOwk12wg-d-GhICIthDw"
"238","Point",38.9071617126465,-77.0869979858398,"NoSidewalk","Bz-3WYOw79-x89ezGoT-Ew"
"239","Point",38.9220504760742,-77.0546035766602,"NoSidewalk","o_ZD3u-VC_yRON6rbHyGLA"
"240","Point",38.8931617736816,-76.9746627807617,"NoSidewalk","GY9caplAU6003veFwpkoYw"
"241","Point",38.8605766296387,-76.9549407958984,"NoSidewalk","WcGKQtOyByIDFJa4pV_d9Q"
"242","Point",38.859375,-76.9560317993164,"NoSidewalk","nbUUb7rbg7WllRltN0NHHQ"
"243","Point",38.8672180175781,-76.9719467163086,"NoSidewalk","9kbVxcTsLIxHrpNLq9tuvQ"
"244","Point",38.8874053955078,-77.0502700805664,"NoSidewalk","_ZLbLtOSq-f5LykFNbFT_w"
"245","Point",38.973804473877,-77.0157089233398,"NoSidewalk","M1-mHMGHN2v2PwG9e3qTOg"
"246","Point",38.8587226867676,-76.9571075439453,"NoSidewalk","SE58kidrzxXMUVx7NYulMQ"
"247","Point",38.8653450012207,-76.99169921875,"NoSidewalk","7g6F3Pz_DYZlbSLdbMqK4g"
"248","Point",38.8999290466309,-76.9483871459961,"NoSidewalk","DYkbsZEsRJrCbZBYKYCRGQ"
"249","Point",38.9457206726074,-77.055778503418,"NoSidewalk","gz3IHC4M8qUAgwlv36m1lQ"
"250","Point",38.8296203613281,-77.0089721679688,"NoSidewalk","QbP7L8KIohlI0h2GHU3khA"
"251","Point",38.9534301757812,-77.0818252563477,"NoSidewalk","D0Ra70eik25fDD7e9iAviw"
"252","Point",38.984245300293,-77.0428161621094,"NoSidewalk","i7lF_xUCO4H0t_-eqA7HQA"
"253","Point",38.8876953125,-76.9732666015625,"NoSidewalk","NYzNyrMysfp-vd2wlUKDbA"
"254","Point",38.8688697814941,-76.9493255615234,"NoSidewalk","ZcRFe3hqxXWah89oeI2duQ"
"255","Point",38.9377288818359,-77.0651092529297,"NoSidewalk","su9EPSj3OwAyePtTTxToNw"
"256","Point",38.8181190490723,-77.0173187255859,"NoSidewalk","Kij7pgMVpwy2GYdksRWlPA"
"257","Point",38.9404945373535,-77.0675430297852,"NoSidewalk","OgLbmLAuC4urfE5o7GP_JQ"
"258","Point",38.8571929931641,-76.9550628662109,"NoSidewalk","xFgFQL9tqDt1TwuTvKw1Ng"
"259","Point",38.8709144592285,-76.9568405151367,"NoSidewalk","qrFg7OdHayYTcogD0ZY9tQ"
"260","Point",38.9057083129883,-76.949089050293,"NoSidewalk","Z9diteNYLDKaMfJIxRgtQg"
"261","Point",38.9193496704102,-77.0922775268555,"NoSidewalk","pC3A9J14C3rrbbLRQctaJw"
"262","Point",38.9201049804688,-77.0943984985352,"NoSidewalk","_GW14sbtdRsxBlBFxegg8A"
"263","Point",38.8317642211914,-77.0147399902344,"NoSidewalk","MjQ59EDz4MXySYqvIp0G0Q"
"264","Point",38.8334770202637,-77.0136108398438,"NoSidewalk","j4sB9qO73M3k_gaX-VLUNQ"
"265","Point",38.8728065490723,-76.9848785400391,"NoSidewalk","InxuckG6JycELJWqXKvTpA"
"266","Point",38.9905395507812,-77.0424041748047,"NoSidewalk","hXI4upbGh00rov1QM2sLwA"
"267","Point",38.8730316162109,-76.9606552124023,"NoSidewalk","J6inn9KrPZO9_qg5zpKnxw"
"268","Point",38.9701271057129,-77.0105590820312,"NoSidewalk","w0eqqGKgmKV4t0AqOR-kwQ"
"269","Point",38.9865226745605,-77.0325164794922,"NoSidewalk","7ZFp_xGjV7_hwVLJ4fzNJA"
"270","Point",38.9285430908203,-76.9566497802734,"NoSidewalk","RJiq8-vs1_R0au6tbbkUzQ"
